FIPS,State_Name,County_Name,Tract_Name,Total_Population,Prison_Population,Percent_In_Prison,Prison_Name,Student_Population,Percent_Student,Universities,Nearby_Universities,Military_Population,Percent_In_Military,Military_Institutions,Native_American_Population,Percent_Native_American,Native_American_Reservations
12001000901,Florida,Census Tract 9.01,Alachua County,3173,0,0.00%,,2263,71.30%,University Of Florida,University Of Florida,0,0.00%,,0,0.00%,
12001000902,Florida,Census Tract 9.02,Alachua County,6362,0,0.00%,,6005,94.30%,,University Of Florida,0,0.00%,,0,0.00%,
12001001400,Florida,Census Tract 14,Alachua County,3882,1211,31.10%,Gainesville Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12003040201,Florida,Census Tract 402.01,Baker County,7491,1784,23.80%,Baker Re-Entry Center,0,0.00%,,,0,0.00%,,0,0.00%,
12005000700,Florida,Census Tract 7,Bay County,141,0,0.00%,,0,0.00%,,,85,60.20%,Tyndall Air Force Base,0,0.00%,
12007000201,Florida,Census Tract 2.01,Bradford County,5171,2128,41.10%,Florida State Prison,0,0.00%,,,0,0.00%,,0,0.00%,
12007000400,Florida,Census Tract 4,Bradford County,5606,1683,30.00%,New River Correctional Institution,0,0.00%,,,0,0.00%,,0,0.00%,
12009062109,Florida,Census Tract 621.09,Brevard County,4774,1054,22.00%,Bridges Of Cocoa,0,0.00%,,,0,0.00%,,0,0.00%,
12009980000,Florida,Census Tract 9800,Brevard County,43,0,0.00%,,0,0.00%,,,31,72.00%,Cape Canaveral Space Force Station,0,0.00%,
12011030601,Florida,Census Tract 306.01,Broward County,3787,1198,31.60%,The Joseph V. Conte Facility,0,0.00%,,,0,0.00%,,0,0.00%,
12011042502,Florida,Census Tract 425.02,Broward County,6227,1142,18.30%,Broward County Main Jail,0,0.00%,,,0,0.00%,,0,0.00%,
12013010302,Florida,Census Tract 103.02,Calhoun County,4107,1562,38.00%,Calhoun Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12015010100,Florida,Census Tract 101,Charlotte County,5555,1230,22.10%,Crossroads Wilderness,0,0.00%,,,0,0.00%,,0,0.00%,
12021010604,Florida,Census Tract 106.04,Collier County,3119,585,18.70%,Collier Juvenile Detention Center,0,0.00%,,,0,0.00%,,0,0.00%,
12023110300,Florida,Census Tract 1103,Columbia County,7026,2328,33.10%,Columbia Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12027010102,Florida,Census Tract 101.02,DeSoto County,4340,2172,50.00%,Kingsley Center,0,0.00%,,,0,0.00%,,0,0.00%,
12029970101,Florida,Census Tract 9701.01,Dixie County,5339,1823,34.10%,Cross City East Unit,0,0.00%,,,0,0.00%,,0,0.00%,
12031001000,Florida,Census Tract 10,Duval County,4886,2927,59.90%,Community Transition Center,0,0.00%,,,0,0.00%,,0,0.00%,
12031013200,Florida,Census Tract 132,Duval County,1755,0,0.00%,,0,0.00%,,,898,51.10%,NAS Jacksonville FL,0,0.00%,
12031013800,Florida,Census Tract 138,Duval County,4965,0,0.00%,,0,0.00%,,,2792,56.20%,NAVSTA Mayport FL,0,0.00%,
12031014415,Florida,Census Tract 144.15,Duval County,4429,0,0.00%,,3022,68.20%,University Of North Florida,University Of North Florida,0,0.00%,,0,0.00%,
12031014800,Florida,Census Tract 148,Duval County,6329,0,0.00%,,1763,27.80%,Jacksonville University,Jacksonville University,0,0.00%,,0,0.00%,
12033001401,Florida,Census Tract 14.01,Escambia County,5453,0,0.00%,,4003,73.40%,,,0,0.00%,,0,0.00%,
12033001600,Florida,Census Tract 16,Escambia County,2191,1038,47.30%,Escambia County Main Jail,0,0.00%,,,0,0.00%,,0,0.00%,
12033002400,Florida,Census Tract 24,Escambia County,5532,0,0.00%,,0,0.00%,,,4321,78.10%,NAS Pensacola FL,0,0.00%,
12033002804,Florida,Census Tract 28.04,Escambia County,3568,0,0.00%,,0,0.00%,,,1616,45.20%,Corry Station,0,0.00%,
12033003305,Florida,Census Tract 33.05,Escambia County,2593,561,21.60%,Fpc Pensacola,0,0.00%,,,0,0.00%,,0,0.00%,
12033004000,Florida,Census Tract 40,Escambia County,4641,1546,33.30%,Escambia Outward Bound,0,0.00%,,,0,0.00%,,0,0.00%,
12037970101,Florida,Census Tract 9701.01,Franklin County,2079,1239,59.50%,Franklin Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12041950202,Florida,Census Tract 9502.02,Gilchrist County,3164,784,24.70%,Lancaster Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12043000300,Florida,Census Tract 3,Glades County,3395,1640,48.30%,Moore Haven Correctional Facility,0,0.00%,,,0,0.00%,,0,0.00%,
12045960102,Florida,Census Tract 9601.02,Gulf County,2842,858,30.10%,Gulf Correctional Institution,0,0.00%,,,0,0.00%,,0,0.00%,
12047960101,Florida,Census Tract 9601.01,Hamilton County,2689,2274,84.50%,Hamilton Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12049970302,Florida,Census Tract 9703.02,Hardee County,3070,1672,54.40%,Hardee Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12053040911,Florida,Census Tract 409.11,Hernando County,6158,1097,17.80%,Hernando Correctional Institution,0,0.00%,,,0,0.00%,,0,0.00%,
12057003700,Florida,Census Tract 37,Hillsborough County,1894,1016,53.60%,Hillsborough County Work Release Center,0,0.00%,,,0,0.00%,,0,0.00%,
12057005000,Florida,Census Tract 50,Hillsborough County,7602,0,0.00%,,4041,53.10%,The University Of Tampa,The University Of Tampa,0,0.00%,,0,0.00%,
12057007300,Florida,Census Tract 73,Hillsborough County,1878,0,0.00%,,0,0.00%,,,350,18.60%,MacDill Air Force Base,0,0.00%,
12057010900,Florida,Census Tract 109,Hillsborough County,5853,0,0.00%,,5746,98.10%,University Of South Florida,University Of South Florida,0,0.00%,,0,0.00%,
12057012211,Florida,Census Tract 122.11,Hillsborough County,2002,1702,85.00%,"Hillsborough Reg Juvenile Detention Center, East",0,0.00%,,,0,0.00%,,0,0.00%,
12059960401,Florida,Census Tract 9604.01,Holmes County,1653,1619,97.90%,Holmes Correctional Institution,0,0.00%,,,0,0.00%,,0,0.00%,
12061050202,Florida,Census Tract 502.02,Indian River County,2736,490,17.90%,Indian River County Jail,0,0.00%,,,0,0.00%,,0,0.00%,
12063210100,Florida,Census Tract 2101,Jackson County,3694,1338,36.20%,Jackson Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12063210301,Florida,Census Tract 2103.01,Jackson County,4214,2020,47.90%,Graceville Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12063210902,Florida,Census Tract 2109.02,Jackson County,4068,1814,44.50%,"Apalachee Correctional Institution, East Unit",0,0.00%,,,0,0.00%,,0,0.00%,
12065250103,Florida,Census Tract 2501.03,Jefferson County,2610,831,31.80%,Monticello New Life,0,0.00%,,,0,0.00%,,0,0.00%,
12067960100,Florida,Census Tract 9601,Lafayette County,2648,1386,52.30%,Mayo Correctional Institution Annex,0,0.00%,,,0,0.00%,,0,0.00%,
12069031208,Florida,Census Tract 312.08,Lake County,3765,1018,27.00%,Lake Correctional Institution,0,0.00%,,,0,0.00%,,0,0.00%,
12071001204,Florida,Census Tract 12.04,Lee County,4147,1469,35.40%,Fort Myers Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12071040138,Florida,Census Tract 401.38,Lee County,5485,0,0.00%,,1420,25.80%,,Florida Gulf Coast University,0,0.00%,,0,0.00%,
12071040139,Florida,Census Tract 401.39,Lee County,3659,0,0.00%,,2800,76.50%,Florida Gulf Coast University,Florida Gulf Coast University,0,0.00%,,0,0.00%,
12073000400,Florida,Census Tract 4,Leon County,2688,0,0.00%,,1635,60.80%,Florida Agricultural And Mechanical University,Florida Agricultural And Mechanical University,0,0.00%,,0,0.00%,
12073000502,Florida,Census Tract 5.02,Leon County,2939,0,0.00%,,591,20.10%,,Florida Agricultural And Mechanical University; Florida State University,0,0.00%,,0,0.00%,
12073001101,Florida,Census Tract 11.01,Leon County,2815,0,0.00%,,837,29.70%,,Florida Agricultural And Mechanical University,0,0.00%,,0,0.00%,
12073001300,Florida,Census Tract 13,Leon County,6655,0,0.00%,,6560,98.50%,Florida State University,Florida State University,0,0.00%,,0,0.00%,
12073002003,Florida,Census Tract 20.03,Leon County,2611,915,35.00%,Leon County Detention Center,0,0.00%,,,0,0.00%,,0,0.00%,
12073002509,Florida,Census Tract 25.09,Leon County,3887,841,21.60%,Fci Tallahassee Detention Center,0,0.00%,,,0,0.00%,,0,0.00%,
12077980000,Florida,Census Tract 9800,Liberty County,1752,1739,99.20%,"Liberty Work Camp, South Unit",0,0.00%,,,0,0.00%,,0,0.00%,
12079110302,Florida,Census Tract 1103.02,Madison County,5530,1366,24.70%,Madison Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12081001602,Florida,Census Tract 16.02,Manatee County,4405,1790,40.60%,Manatee County Stockade Complex,0,0.00%,,,0,0.00%,,0,0.00%,
12083000304,Florida,Census Tract 3.04,Marion County,4887,4112,84.10%,Lowell Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12083001600,Florida,Census Tract 16,Marion County,4098,1511,36.80%,Marion Regional Juvenile Detention Center,0,0.00%,,,0,0.00%,,0,0.00%,
12085001806,Florida,Census Tract 18.06,Martin County,2413,1909,79.10%,Martin Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12086000124,Florida,Census Tract 1.24,Miami-Dade County,3260,0,0.00%,,670,20.50%,,,0,0.00%,,0,0.00%,
12086001102,Florida,Census Tract 11.02,Miami-Dade County,5809,0,0.00%,,1857,31.90%,Barry University,Barry University,0,0.00%,,0,0.00%,
12086003004,Florida,Census Tract 30.04,Miami-Dade County,5030,968,19.20%,Pre-Trial Detention Center,0,0.00%,,,0,0.00%,,0,0.00%,
12086003706,Florida,Census Tract 37.06,Miami-Dade County,1425,1407,98.70%,Fdc Miami,0,0.00%,,,0,0.00%,,0,0.00%,
12086008904,Florida,Census Tract 89.04,Miami-Dade County,3285,0,0.00%,,2840,86.40%,Florida International University,Florida International University,0,0.00%,,0,0.00%,
12086009102,Florida,Census Tract 91.02,Miami-Dade County,3842,918,23.80%,Miami North Community Release Center,0,0.00%,,,0,0.00%,,0,0.00%,
12086011408,Florida,Census Tract 114.08,Miami-Dade County,4479,2086,46.50%,South Florida Evaluation & Treatment Center,0,0.00%,,,0,0.00%,,0,0.00%,
12086014100,Florida,Census Tract 141,Miami-Dade County,1373,1304,94.90%,Miami-Dade County Metro West Detention Center,0,0.00%,,,0,0.00%,,0,0.00%,
12086020200,Florida,Census Tract 202,Miami-Dade County,5489,1190,21.60%,Fci Miami Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12086980300,Florida,Census Tract 9803,Miami-Dade County,4511,0,0.00%,,4344,96.20%,University Of Miami,University Of Miami,0,0.00%,,0,0.00%,
12086981100,Florida,Census Tract 9811,Miami-Dade County,935,766,81.90%,,0,0.00%,,,0,0.00%,,0,0.00%,
12086981300,Florida,Census Tract 9813,Miami-Dade County,2900,2823,97.30%,Everglades Re-Entry Center,0,0.00%,,,0,0.00%,,0,0.00%,
12091020306,Florida,Census Tract 203.06,Okaloosa County,2737,1177,43.00%,Okaloosa Regional Juvenile Detention Center,0,0.00%,,,0,0.00%,,0,0.00%,
12091020800,Florida,Census Tract 208,Okaloosa County,4341,0,0.00%,,0,0.00%,,,606,13.90%,Eglin Air Force Auxiliary Field 6; Eglin Air Force Auxiliary Field 3 Duke Fld; Hurlburt Field; Eglin Air Force Base; Hurlburt Field; Eglin Air Force Base,0,0.00%,
12091021200,Florida,Census Tract 212,Okaloosa County,6158,0,0.00%,,0,0.00%,,,526,8.50%,Eglin Air Force Base,0,0.00%,
12093910101,Florida,Census Tract 9101.01,Okeechobee County,5905,2201,37.20%,Okeechobee Juvenile Offender Corrections Center,0,0.00%,,,0,0.00%,,0,0.00%,
12095014503,Florida,Census Tract 145.03,Orange County,6423,2122,33.00%,"Orange County Detention Center, Genesis Facility",0,0.00%,,,0,0.00%,,0,0.00%,
12095016001,Florida,Census Tract 160.01,Orange County,2085,0,0.00%,,1047,50.20%,Rollins College,Rollins College,0,0.00%,,0,0.00%,
12095016503,Florida,Census Tract 165.03,Orange County,9397,0,0.00%,,2511,26.70%,,University Of Central Florida,0,0.00%,,0,0.00%,
12095016510,Florida,Census Tract 165.10,Orange County,8424,0,0.00%,,3754,44.50%,,University Of Central Florida,0,0.00%,,0,0.00%,
12095016511,Florida,Census Tract 165.11,Orange County,6338,0,0.00%,,1972,31.10%,,,0,0.00%,,0,0.00%,
12095016512,Florida,Census Tract 165.12,Orange County,7464,0,0.00%,,3047,40.80%,,,0,0.00%,,0,0.00%,
12095016515,Florida,Census Tract 165.15,Orange County,8246,0,0.00%,,8109,98.30%,University Of Central Florida,University Of Central Florida,0,0.00%,,0,0.00%,
12095016731,Florida,Census Tract 167.31,Orange County,7553,2469,32.60%,"Central Florida Reception Center, East",0,0.00%,,,0,0.00%,,0,0.00%,
12095017023,Florida,Census Tract 170.23,Orange County,2309,0,0.00%,,681,29.40%,,,0,0.00%,,0,0.00%,
12097042905,Florida,Census Tract 429.05,Osceola County,2692,649,24.10%,Kissimmee Youth Academy,0,0.00%,,,0,0.00%,,0,0.00%,
12099003802,Florida,Census Tract 38.02,Palm Beach County,4744,1062,22.30%,Palm Beach County Main Detention Center,0,0.00%,,,0,0.00%,,0,0.00%,
12099007100,Florida,Census Tract 71,Palm Beach County,4308,0,0.00%,,4239,98.30%,Florida Atlantic University,Florida Atlantic University,0,0.00%,,0,0.00%,
12099008302,Florida,Census Tract 83.02,Palm Beach County,6207,1798,28.90%,South Bay Correctional Facility,0,0.00%,,,0,0.00%,,0,0.00%,
12101032200,Florida,Census Tract 322,Pasco County,6730,0,0.00%,,2232,33.10%,Saint Leo University,Saint Leo University,0,0.00%,,0,0.00%,
12103020105,Florida,Census Tract 201.05,Pinellas County,5432,0,0.00%,,1648,30.30%,Eckerd College,Eckerd College,0,0.00%,,0,0.00%,
12103024510,Florida,Census Tract 245.10,Pinellas County,5282,2649,50.10%,Largo Road Prison,0,0.00%,,,0,0.00%,,0,0.00%,
12105010402,Florida,Census Tract 104.02,Polk County,6533,0,0.00%,,3378,51.70%,Florida Southern College,Florida Southern College,0,0.00%,,0,0.00%,
12105011731,Florida,Census Tract 117.31,Polk County,5326,0,0.00%,,1366,25.60%,Southeastern University,Southeastern University,0,0.00%,,0,0.00%,
12105012404,Florida,Census Tract 124.04,Polk County,2347,1471,62.60%,Polk Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12105015404,Florida,Census Tract 154.04,Polk County,1383,0,0.00%,,324,23.40%,,Webber International University; Warner University,0,0.00%,,0,0.00%,
12105015702,Florida,Census Tract 157.02,Polk County,4029,1563,38.70%,Avon Park Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12105015802,Florida,Census Tract 158.02,Polk County,3943,1786,45.20%,South County Jail,0,0.00%,,,0,0.00%,,0,0.00%,
12109020400,Florida,Census Tract 204,St. Johns County,2525,0,0.00%,,616,24.30%,Flagler College,Flagler College,0,0.00%,,0,0.00%,
12111380800,Florida,Census Tract 3808,St. Lucie County,3352,1121,33.40%,St. Lucie County Jail,0,0.00%,,,0,0.00%,,0,0.00%,
12113010808,Florida,Census Tract 108.08,Santa Rosa County,10646,5520,51.80%,Santa Rosa Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12115000102,Florida,Census Tract 1.02,Sarasota County,4507,830,18.40%,Ymca Character House,0,0.00%,,,0,0.00%,,0,0.00%,
12119911000,Florida,Census Tract 9110,Sumter County,1521,1413,92.80%,Sumter Correctional Institution And Basic Training Unit,0,0.00%,,,0,0.00%,,0,0.00%,
12119980100,Florida,Census Tract 9801,Sumter County,6107,6089,99.70%,Usp Coleman I,0,0.00%,,,0,0.00%,,0,0.00%,
12121970502,Florida,Census Tract 9705.02,Suwannee County,6490,1979,30.40%,Suwannee Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12123950401,Florida,Census Tract 9504.01,Taylor County,5429,2271,41.80%,Taylor Correctional Institution Annex,0,0.00%,,,0,0.00%,,0,0.00%,
12125960100,Florida,Census Tract 9601,Union County,3884,2109,54.20%,New River Correctional Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12125960202,Florida,Census Tract 9602.02,Union County,5298,2601,49.00%,Rmc Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12127081900,Florida,Census Tract 819,Volusia County,3056,0,0.00%,,982,32.10%,,Bethune-Cookman University,0,0.00%,,0,0.00%,
12127082000,Florida,Census Tract 820,Volusia County,2477,0,0.00%,,858,34.60%,Bethune-Cookman University,Bethune-Cookman University,0,0.00%,,0,0.00%,
12127083206,Florida,Census Tract 832.06,Volusia County,3974,2831,71.20%,Tomoka Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12127090402,Florida,Census Tract 904.02,Volusia County,4040,0,0.00%,,1613,39.90%,Stetson University,Stetson University,0,0.00%,,0,0.00%,
12127092500,Florida,Census Tract 925,Volusia County,7388,0,0.00%,,2477,33.50%,Embry-Riddle Aeronautical University-Daytona Beach,Embry-Riddle Aeronautical University-Daytona Beach,0,0.00%,,0,0.00%,
12129010206,Florida,Census Tract 102.06,Wakulla County,3577,2958,82.60%,Wakulla Work Camp,0,0.00%,,,0,0.00%,,0,0.00%,
12131950202,Florida,Census Tract 9502.02,Walton County,4280,1835,42.80%,Walton Correctional Institution,0,0.00%,,,0,0.00%,,0,0.00%,
12133970302,Florida,Census Tract 9703.02,Washington County,6467,1960,30.30%,Northwest Florida Reception Center,0,0.00%,,,0,0.00%,,0,0.00%,
13009970501,Georgia,Census Tract 9705.01,Baldwin County,3384,0,0.00%,,1088,32.10%,,Georgia College & State University; Georgia Military College,0,0.00%,,0,0.00%,
13009970502,Georgia,Census Tract 9705.02,Baldwin County,2650,0,0.00%,,728,27.40%,,,0,0.00%,,0,0.00%,
13009970802,Georgia,Census Tract 9708.02,Baldwin County,5184,2274,43.80%,Baldwin State Prison,0,0.00%,,,0,0.00%,,0,0.00%,
13021010500,Georgia,Census Tract 105,Bibb County,3215,0,0.00%,,1727,53.70%,Mercer University,Mercer University,0,0.00%,,0,0.00%,
13021013603,Georgia,Census Tract 136.03,Bibb County,4229,1094,25.80%,Central State Prison,0,0.00%,Middle Georgia State University,Middle Georgia State University,0,0.00%,,0,0.00%,
13021013701,Georgia,Census Tract 137.01,Bibb County,2211,883,39.90%,Bibb County Jail,0,0.00%,,Mercer University,0,0.00%,,0,0.00%,
13023790301,Georgia,Census Tract 7903.01,Bleckley County,2491,0,0.00%,,853,34.20%,,,0,0.00%,,0,0.00%,
13031110302,Georgia,Census Tract 1103.02,Bulloch County,6245,1455,23.20%,,0,0.00%,,,0,0.00%,,0,0.00%,
13031110407,Georgia,Census Tract 1104.07,Bulloch County,3871,0,0.00%,,3319,85.70%,Georgia Southern University,Georgia Southern University,0,0.00%,,0,0.00%,
13031110408,Georgia,Census Tract 1104.08,Bulloch County,3651,0,0.00%,,1581,43.30%,,Georgia Southern University,0,0.00%,,0,0.00%,
13035150300,Georgia,Census Tract 1503,Butts County,8586,2486,28.90%,Ga Diagnostic & Classification State Prison,0,0.00%,,,0,0.00%,,0,0.00%,
13037950100,Georgia,Census Tract 9501,Calhoun County,2760,1538,55.70%,Calhoun State Prison,0,0.00%,,,0,0.00%,,0,0.00%,
13039010500,Georgia,Census Tract 105,Camden County,3387,0,0.00%,,0,0.00%,,,2067,61.00%,Naval Submarine Base Kings Bay,0,0.00%,
13045910504,Georgia,Census Tract 9105.04,Carroll County,4683,0,0.00%,,2104,44.90%,University Of West Georgia,University Of West Georgia,0,0.00%,,0,0.00%,
13049010101,Georgia,Census Tract 101.01,Charlton County,6051,2325,38.40%,Ci D Ray James,0,0.00%,,,0,0.00%,,0,0.00%,
13051000601,Georgia,Census Tract 6.01,Chatham County,4791,0,0.00%,,1345,28.00%,Savannah College Of Art And Design,Savannah College Of Art And Design,0,0.00%,,0,0.00%,
13051002800,Georgia,Census Tract 28,Chatham County,3389,0,0.00%,,924,27.20%,,,0,0.00%,,0,0.00%,
13051003800,Georgia,Census Tract 38,Chatham County,3002,0,0.00%,,1108,36.90%,Savannah State University,Savannah State University,0,0.00%,,0,0.00%,
13051004300,Georgia,Census Tract 43,Chatham County,2579,0,0.00%,,0,0.00%,,,597,23.10%,Hunter Army Airfield,0,0.00%,
13051010102,Georgia,Census Tract 101.02,Chatham County,4422,0,0.00%,,1013,22.90%,,Savannah State University,0,0.00%,,0,0.00%,
13051010504,Georgia,Census Tract 105.04,Chatham County,5002,1447,28.90%,Savannah Regional Youth Detention Center,0,0.00%,,,0,0.00%,,0,0.00%,
13051010701,Georgia,Census Tract 107.01,Chatham County,4032,1877,46.50%,Coastal State Prison,0,0.00%,,,0,0.00%,,0,0.00%,
13051011700,Georgia,Census Tract 117,Chatham County,4934,0,0.00%,,2045,41.40%,,Savannah College Of Art And Design,0,0.00%,,0,0.00%,
13053020201,Georgia,Census Tract 202.01,Chattahoochee County,2183,0,0.00%,,0,0.00%,,,1515,69.30%,Fort Moore,0,0.00%,
13053020203,Georgia,Census Tract 202.03,Chattahoochee County,2076,0,0.00%,,0,0.00%,,,385,18.50%,Fort Moore,0,0.00%,
13053020206,Georgia,Census Tract 202.06,Chattahoochee County,235,0,0.00%,,0,0.00%,,,215,91.40%,Fort Moore,0,0.00%,
13055010501,Georgia,Census Tract 105.01,Chattooga County,2095,1000,47.70%,Hays State Prison,0,0.00%,,,0,0.00%,,0,0.00%,
13059000401,Georgia,Census Tract 4.01,Clarke County,1822,0,0.00%,,548,30.00%,,University Of Georgia,0,0.00%,,0,0.00%,
13059000402,Georgia,Census Tract 4.02,Clarke County,7400,0,0.00%,,6489,87.60%,University Of Georgia,University Of Georgia,0,0.00%,,0,0.00%,
13059002100,Georgia,Census Tract 21,Clarke County,3870,0,0.00%,,981,25.30%,,University Of Georgia,0,0.00%,,0,0.00%,
13063040418,Georgia,Census Tract 404.18,Clayton County,2180,0,0.00%,,447,20.50%,,Clayton State University,0,0.00%,,0,0.00%,
13067030248,Georgia,Census Tract 302.48,Cobb County,6922,0,0.00%,,2350,33.90%,,Kennesaw State University,0,0.00%,,0,0.00%,
13067030800,Georgia,Census Tract 308,Cobb County,5617,0,0.00%,,1830,32.50%,Life University,Life University,0,0.00%,,0,0.00%,
13067030909,Georgia,Census Tract 309.09,Cobb County,2874,1189,41.30%,Marietta Regional Youth Detention Center,0,0.00%,,,0,0.00%,,0,0.00%,
13069010302,Georgia,Census Tract 103.02,Coffee County,3484,2382,68.30%,Coffee Correctional Facility,0,0.00%,,,0,0.00%,,0,0.00%,
13089022404,Georgia,Census Tract 224.04,DeKalb County,4108,0,0.00%,,2544,61.90%,Emory University,Emory University,0,0.00%,,0,0.00%,
13089022405,Georgia,Census Tract 224.05,DeKalb County,2788,0,0.00%,,1725,61.80%,,Emory University,0,0.00%,,0,0.00%,
13089023115,Georgia,Census Tract 231.15,DeKalb County,1395,1361,97.50%,Dekalb County Jail,0,0.00%,,,0,0.00%,,0,0.00%,
13091960100,Georgia,Census Tract 9601,Dodge County,2870,1131,39.40%,Dodge State Prison,0,0.00%,,,0,0.00%,,0,0.00%,
13093970100,Georgia,Census Tract 9701,Dooly County,4608,1671,36.20%,Dooly County Jail,0,0.00%,,,0,0.00%,,0,0.00%,
13095010702,Georgia,Census Tract 107.02,Dougherty County,2865,0,0.00%,,1534,53.50%,Albany State University,Albany State University,0,0.00%,,0,0.00%,
13115000300,Georgia,Census Tract 3,Floyd County,2728,0,0.00%,,1601,58.60%,Berry College,Berry College,0,0.00%,,0,0.00%,
13115002100,Georgia,Census Tract 21,Floyd County,4753,837,17.60%,Floyd County Prison,0,0.00%,,Shorter University,0,0.00%,,0,0.00%,
13121000601,Georgia,Census Tract 6.01,Fulton County,4243,0,0.00%,,924,21.70%,,,0,0.00%,,0,0.00%,
13121000700,Georgia,Census Tract 7,Fulton County,3500,2548,72.80%,Fulton County Jail,0,0.00%,,,0,0.00%,,0,0.00%,
13121001002,Georgia,Census Tract 10.02,Fulton County,7010,0,0.00%,,5307,75.70%,Georgia Institute Of Technology-Main Campus,Georgia Institute Of Technology-Main Campus,0,0.00%,,0,0.00%,
13121001901,Georgia,Census Tract 19.01,Fulton County,2227,0,0.00%,,1853,83.20%,,Georgia Institute Of Technology-Main Campus,0,0.00%,,0,0.00%,
13121002801,Georgia,Census Tract 28.01,Fulton County,4441,0,0.00%,,3103,69.80%,,Georgia State University,0,0.00%,,0,0.00%,
13121002802,Georgia,Census Tract 28.02,Fulton County,3462,0,0.00%,,2106,60.80%,,Georgia State University,0,0.00%,,0,0.00%,
13121003500,Georgia,Census Tract 35,Fulton County,4258,2358,55.30%,Atlanta City Detention Center,0,0.00%,,Georgia State University,0,0.00%,,0,0.00%,
13121003800,Georgia,Census Tract 38,Fulton County,3456,0,0.00%,,2869,83.00%,Clark Atlanta University; Morehouse College,Clark Atlanta University; Spelman College; Morehouse College,0,0.00%,,0,0.00%,
13121004300,Georgia,Census Tract 43,Fulton County,2475,0,0.00%,,1388,56.00%,Spelman College,Clark Atlanta University; Spelman College; Morehouse College,0,0.00%,,0,0.00%,
13121006801,Georgia,Census Tract 68.01,Fulton County,2297,2280,99.20%,Usp Atlanta Camp,0,0.00%,,,0,0.00%,,0,0.00%,
13135050563,Georgia,Census Tract 505.63,Gwinnett County,4080,0,0.00%,,803,19.60%,Georgia Gwinnett College,Georgia Gwinnett College,0,0.00%,,0,0.00%,
13135050583,Georgia,Census Tract 505.83,Gwinnett County,4383,1674,38.10%,Gwinnett Regional Youth Detention Center,0,0.00%,,,0,0.00%,,0,0.00%,
13135050636,Georgia,Census Tract 506.36,Gwinnett County,4251,1065,25.00%,Phillips State Prison,0,0.00%,,,0,0.00%,,0,0.00%,
13137000601,Georgia,Census Tract 6.01,Habersham County,6151,1676,27.20%,Arrendale State Prison,0,0.00%,,,0,0.00%,,0,0.00%,
13141480400,Georgia,Census Tract 4804,Hancock County,6010,1153,19.10%,Hancock State Prison,0,0.00%,,,0,0.00%,,0,0.00%,
13147960502,Georgia,Census Tract 9605.02,Hart County,2134,418,19.50%,Whitworth Women'S Facility,0,0.00%,,,0,0.00%,,0,0.00%,
13153020600,Georgia,Census Tract 206,Houston County,1061,0,0.00%,,0,0.00%,,,302,28.40%,Robins AFB,0,0.00%,
13167960201,Georgia,Census Tract 9602.01,Johnson County,3254,1535,47.10%,Johnson State Prison,0,0.00%,,,0,0.00%,,0,0.00%,
13171970202,Georgia,Census Tract 9702.02,Lamar County,3378,0,0.00%,,756,22.30%,,,0,0.00%,,0,0.00%,
13179010102,Georgia,Census Tract 101.02,Liberty County,2456,0,0.00%,,0,0.00%,,,1819,74.00%,Fort Stewart,0,0.00%,
13179010103,Georgia,Census Tract 101.03,Liberty County,1827,0,0.00%,,0,0.00%,,,758,41.40%,Fort Stewart,0,0.00%,
13185010102,Georgia,Census Tract 101.02,Lowndes County,6559,0,0.00%,,0,0.00%,,,683,10.40%,Moody Air Force Base,0,0.00%,
13185010201,Georgia,Census Tract 102.01,Lowndes County,3856,845,21.90%,Valdosta State Prison,0,0.00%,,,0,0.00%,,0,0.00%,
13185011100,Georgia,Census Tract 111,Lowndes County,4084,0,0.00%,,2062,50.40%,Valdosta State University,Valdosta State University,0,0.00%,,0,0.00%,
13185011402,Georgia,Census Tract 114.02,Lowndes County,2470,772,31.20%,Valdosta Transitional Center,0,0.00%,,,0,0.00%,,0,0.00%,
13187960204,Georgia,Census Tract 9602.04,Lumpkin County,4483,0,0.00%,,1973,44.00%,,University Of North Georgia,0,0.00%,,0,0.00%,
